iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"98","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"98","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","GET","localhost:8080/api/todos/98","OK","200","2","47","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/98","OK","200","3","9","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/98","OK","200","3","9","Successful request",,,"1","1","0","0"
"99","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"99","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","GET","localhost:8080/api/todos/99","OK","200","3","47","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/99","OK","200","2","9","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/99","OK","200","2","9","Successful request",,,"1","1","0","0"
"100","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"100","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","48","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","GET","localhost:8080/api/todos/100","OK","200","3","48","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/100","OK","200","2","9","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/100","OK","200","2","9","Successful request",,,"1","1","0","0"
